107	5392	6	30.97
126	177	109	269.42
247	563	6	23.53
177	160	39	88.39
4118	103	3	3.93
107	3295	24	167.79
1091	129	8	23.91
840	162	13	64.09
132	837	6	12.25
114	5115	3	13
12	10211	4	16.6
3220	102	6	7.38
13793	1050	4	75.02
230	154	19	32.54
749	4111	4	49.18
108	7104	3	13.92
2226	115	5	16.16
909	11	4	41.13
158	913	5	16.04
6361	1608	3	46.03
6654	171	3	25.52
118	456	11	8.84
126	218	57	115.96
11510	9	5	52.01
9945	105	3	12.6
1767	389	3	21.84
2134	266	16	162.33
111	7780	6	41.8
118	405	60	201.78
107	8352	3	15.08
6695	3154	3	52.64
130	6581	9	86.13
230	11518	5	70.73
790	236	23	170.05
475	694	3	15.53
3430	1238	10	152.11
1290	449	3	20.12
12063	1544	3	53.04
9201	9	5	43.66
101	7276	6	14.49
135	124	49	6.12
1328	148	3	8.45
138	4154	5	33.82
5873	102	3	4.62
160	129	53	54.72
101	1218	50	64.88
790	110	10	10.39
548	17	3	4.99
4805	106	3	7.3
104	534	60	87.77
